language_name_in_Kikuyu,language_name_in_Cambodian,language_name_in_Sarnami,language_name_in_Khoekhoegowab,language_name_in_Haitian,language_name_in_Tojolabal,language_name_in_Croatian,language_name_in_Herero,language_name_in_Serbian,language_name_in_Waray-Waray,language_name_in_Kikaonde,language_name_in_Kongo,language_name_in_Lhukonzo,language_name_in_Ukrainian,language_name_in_Kabyle,language_name_in_Aymara,language_name_in_Toba,language_id,language_name_in_Huastec,language_name_in_Hindi,language_name_in_Nzema,language_name_in_Ndonga,language_in_English,language_name_in_Kwanyama,language_name_in_Punjabi,language_name_in_Faeroese,language_name_in_Georgian,language_name_in_Greenlandic,language_name_in_Miskito,language_name_in_Hungarian,language_name_in_Efik,language_name_in_Rapa,language_name_in_Bicol,language_name_in_Afrikaans,language_name_in_Armenian,language_name_in_Wolaita,language_name_in_Huave,language_name_in_Kikamba,language_name_in_Hausa,language_name_in_Amharic,language_name_in_Norwegian,language_name_in_Kisonge,language_name_in_Nahuatl,language_name_in_Nepali,language_name_in_Solomon,language_name_in_Kirghiz,language_name_in_Ndebele,language_name_in_Rarotongan,language_name_in_Korean,language_name_in_Zapotec,language_name_in_Baoule,language_name_in_Dutch,language_name_in_Aukan,language_name_in_Tlapanec,language_name_in_Pangasinan,language_name_in_Russian,language_name_in_Ewe,language_name_in_Mauritian,language_name_in_Uruund,language_name_in_Voru,language_name_in_Spanish,language_name_in_Greek,language_name_in_Lingala,language_name_in_Estonian,language_name_in_Vezo,language_name_in_Rumanyo,language_name_in_Luganda,language_name_in_Lithuanian,language_name_in_Mayo,language_name_in_Lamba,language_name_in_Yoruba,language_name_in_Sepedi,language_name_in_Kinyarwanda,language_name_in_Dangme,language_name_in_Tarascan,language_name_in_Rutoro,language_name_in_Wayuunaiki,language_name_in_Mixtec,language_name_in_Cebuano,language_name_in_Sango,language_name_in_Quechua,language_name_in_Tiv,language_name_in_Guna,language_name_in_Maya,language_name_in_Sranantongo,language_name_in_Acholi,language_name_in_Xhosa,language_name_in_Tetum,language_name_in_Krio,language_name_in_Isoko,language_name_in_Oromo,language_name_in_Saramaccan,language_name_in_Quichua,language_name_in_Azerbaijani,language_name_in_Chin,language_name_in_Romanian,language_name_in_Bulgarian,language_name_in_Quiche,language_name_in_Kalenjin,language_name_in_Lahu,language_name_in_Mbunda,language_name_in_Swati,language_name_in_Tsonga,language_name_in_Kisi,language_name_in_Cinyanja,language_name_in_Shona,language_name_in_Newari,language_name_in_Slovenian,language_name_in_Zande,language_name_in_Tamil,language_name_in_Mambwe-Lungu,language_name_in_Icelandic,language_name_in_Runyankore,language_name_in_Guarani,language_name_in_Mongolian,language_name_in_Kiluba,language_name_in_Tagalog,language_name_in_Ngabere,language_name_in_Kwangali,language_name_in_Italian,language_name_in_Iloko,language_name_in_Portuguese,language_name_in_Hiligaynon,language_name_in_Tzotzil,language_name_in_Myanmar,language_name_in_Ateso,language_name_in_Finnish,language_name_in_Welsh,language_name_in_Zulu,language_name_in_Chol,language_name_in_Sesotho,language_name_in_Otomi,language_name_in_Mazatec,language_name_in_Tajiki,language_name_in_Kekchi,language_name_in_Mam,language_name_in_Lenje,language_name_in_Kalanga,language_name_in_Somali,language_name_in_Tarahumara,language_name_in_Vietnamese,language_name_in_Gujarati,language_name_in_Marathi,language_name_in_French,language_name_in_Sinhala,language_name_in_Frafra,language_name_in_Indonesian,language_name_in_Luvale,language_name_in_Tongan,language_name_in_Danish,language_name_in_Japanese,language_name_in_Niuean,language_name_in_Polish,language_name_in_Tankarana,language_name_in_Czech,language_name_in_Chinese,language_name_in_Garifuna,language_name_in_Maltese,language_name_in_Venda,language_name_in_Nuer,language_name_in_Sidama,language_name_in_Mayangna,language_name_in_Thai,language_name_in_Swahili,language_name_in_Luo,language_name_in_English,language_name_in_Latvian,language_name_in_Kazakh,language_name_in_Irish,language_name_in_Macedonian,language_name_in_Mixe,language_name_in_Tahitian,language_name_in_Samoan,language_name_in_Lugbara,language_name_in_Tatar,language_name_in_Albanian,language_name_in_Turkish,language_name_in_Totonac,language_name_in_Tswana,language_name_in_Slovak,language_name_in_Swedish,language_name_in_Ga,language_name_in_Kurdish,language_name_in_Twi,language_name_in_Tokelauan,language_name_in_Malagasy,language_name_in_Papiamento,language_name_in_Romany,language_name_in_Tzeltal,language_name_in_Cakchiquel,language_name_in_Wichi,language_name_in_German,language_name_in_Igbo,language_name_in_Ossetian,language_name_in_Mapudungun,language_name_in_Tigrinya,language_name_in_Seychelles
Kĩganda,លូកាណ្ដា,Luganda,Luganda,Lougandè,luganda,luganda,Luganda,luganda,Luganda,Luganda,Luganda,Luganda,луганда,Luganda,Luganda,luganda,lg,luganda,लुगांडा,Luganda,Luganda,Luganda,Luganda,ਲੂਗਾਂਡਾ,Luganda,ლუგანდა,Luganda,luganda,ganda,Luganda,luganda,Luganda,Luganda,Լուգանդա,Lugandda,luganda,Kĩlunganda,Luganda,ሉጋንዳ,Luganda,Luganda,luganda,लुगान्डा,Luganda,луганда,Luganda,Luganda,루간다어,luganda,Luganda,Luganda,Lugandatongo,Luganda,Luganda,луганда,Luganda,Luganda,rudim,ganda,luganda,Λουγκάντα,Luganda,ganda,Luganda,Luganda,Luganda,luganda,luganda,Luganda,Luganda,Seluganda,Ikigande,Luganda,luganda,Luganda,Luganda,Luganda,Luganda,Luganda,Luganda,Luganda,luganda,luganda,Lugandatongo,Luganda,IsiLuganda,Luganda,Luganda,Luganda,Lugaandaa,Lugandatongo,luganda,луганда,Luganda,Luganda,луганда,luganda,Luganda,Luganda,Luganda,SiLuganda,Luganda,Luganda,Ciluganda,Luganda,लुगान्डा,luganda,Luganda,லுகாண்டா,Luganda,lúganda,Luganda,luganda,luganda,Kiluganda,Luganda,luganda,Ruganda,luganda,Luganda,Luganda,Luganda,luganda,လူဂန်ဒါ,Luganda,luganda,Lwgandeg,IsiLuganda,Luganda,Seluganda,Luganda,luganda,луганда,luganda,luganda,Ciluganda,Luganda,Luganda,luganda,Liganda,લુગાન્ડા,लुगांडा,Luganda,Luganda,Luganda,Luganda,Luganda,Luganda,Luganda,ガンダ語,Luganda,luganda,Luganda,gandština,盧干達語,Luganda,Luganda,Luganda,Thok,Lugaanda,luganda,ลูกันดา,Kiganda,Luganda,Luganda,Luganda,луганда,Luganda,луганда,luganda,Luganda,Luganda,Luganda,луганда,lugande,Luganda,luganda,Luganda,luganda,Luganda,Luganda,Lûgandayî,Luganda,Luganda,Luganda,Luganda,Luganda,luganda,luganda,luganda,Ganda,Luganda,лугандӕ,luganda,ሉጋንዳ,Luganda
Kĩlenje,Lenje,Lenje,Lenje,Lenje,lenie,lenje,Lenje,Lenje,Lenje,Lenje,Lenje,Lenje,лендже,Lenje,Lenie,Lenje,leh,Lenje,लेंजी,Lenje,Lenje,Lenje,Lenje,ਲੇਂਜੀ,Lenje,ლენიე,Lenje,lenie,lenje,Lenje,lenje,Lenje,Lenje,Լենջե,Lenje,lenie,Lenje,Lenje,ለንጄ,Lenje,Lenje,Lenje,लेन्जे,Lenje,лендже,Lenje,Lenje,렌제어,lenie,Lenje,Lenje,Lenje,Lenje,Lenje,лендже,Lenje,Lenje,Lenje,Lenje,lenie,Λέντζε,Lenje,lendže,Lenje,Lenje,Lenje,lendžių,Lenje,Icilenje,Lenje,Selenje,Ikilenje,Lenje,lenie,Lenje,Lenje,Lenie,Lenje,Lenje,Lenie,Lenje,lenie,lenie,Lenje,Lenje,IsiLenje,Lenje,Lenje,Lenje,Lenje,Lenje,Lenje,ленҹе,Lenje,ChiLenje,ленже,lenie,Lenje,Lenje,Lenje,siLenje,Lenje,Lenje,Cilenje,Lenje,लेन्जे,lenješčina,Lenje,லேன்ஜே,Ci,lenje,Lenje,lenie,Lenje,Lenje,Lenje,lenie,Lenje,lenje,Lenje,Lenje,Lenje,Lenje,လင်ဂျီ,Lenje,lenje,Lenje,Lenje,Lenje,Lenje,Lenie,lenie,ленҷе,lenie,lenie,Cilenje,Lenje,Lenje,lenie,Lenje,લેંજી,लेन्जे,Lenje,Lenje,Lenje,Lenje,Lenje,Lenje,Lenje,レンジェ語,Lenje,lenje,Lenje,lenje,倫杰語,Lenie,Lenje,Lenje,Lenje,Lenje,lenie,เลนเจ,Kilenje,Lenje,Lenje,Lendžu,лендже,Lenje,лење,lenie,Lenje,Lenje,Lenje,лендже,lenje,Lence,Lenje,Lenje,lendže,Lenje,Lenje,lêncê,Lenje,Lenje,Lenje,Lenje,Lenje,Lenje,lenie,Lenje,Lenje,Lenje,лендже,lenie,Lenje,Lenje
Gĩquechua,Quechua,Quechua,Quechua,Ketchwa,quechua,kečuanski,Quechua,kečua,Quechua,Quechua,Quechua,Quechua,кечуа,Quechua,Quechua,quechua,quz,quechua,केचुआ,Quechua,Quechua,Quechua,Quechua,ਕੇਚੂਆ,Kesjva,კეჩუა,Quechua,quechua,kecsua,Quechua,quechua,Quechua,Quechua,Կեչուա,Kechuwa,quechua,Kĩkwengyua,Quechua,ኬችዋ,Quechua,Quechua,quechua,क्वेचा,Quechua,кечуа,Quechua,Quechua,케추아어,quechua,Quechua,Quechua,Ketyuwatongo,Quechua,Quechua,кечуа,Quechua,Quechua,rudim,ketšua,quechua,Κέτσουα,Quechua,ketšua,Quechua,Quechua,Quechua,kečujų,quechua,Quechua,Quechua,se-Quechua,Igikecuwa,Quechua,quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,quechua,quechua,Ketyuwatongo,Quechua,IsiQuechua,Quechua,Quechua,Quechua,Keechuwaa,Ketyuwatongo,quechua,кечуа,Quechua,Quechua,кечуа,quechua,Quechua,Quechua,Quechua,SiQuechua,Quechua,Quechua,Ciquechua,Quechua,क्वेचा,kečvanščina,Quechua,கச்வா,Quechua,quechua,Quechua,quechua,кечуа,Kikechua,Quechua,quechua,Ruquechua,quechua,Quechua,Quíchua,Quechua,quechua,ကီချူဝါ,Quechua,ketšua,Cetshwa,IsiQuechua,Quechua,Sequechua,Quechua,quechua,кечуа,quechua,quechua,Ciquechua,Quechua,Quechua,quechua,Quechua,ખીચવા,क्वेचुआ,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,ケチュア語（クスコ）,Quechua,keczua,Quechua,kečujština,凱楚亞語（庫斯科）,Quechua,Quechua,Quechua,Thok,Keechiya,quechua,เกชัว,Kikwechua,Quechua,Quechua,Kečvu,кечуа,Ceatsuais,кечуа,quechua,Quechua,Quechua,Quechua,кечуа,keçua,Keçuva,quechua,Quechua,kečuánčina,Quechua,Quechua,Kêçhûyî,Quechua,Quechua,Quechua,Quechua,Kečua,quechua,quechua,quechua,Quechua,Quechua,кечуӕ,quechua,ኬችዋ,Quechua
Gĩikamba,Kikamba,Kikamba,Kikamba,Kikenmba,kikamba,kikamba,Kikamba,kikamba,Kikamba,Kikamba,Kikamba,Kikamba,камба,Kikamba,Kikamba,kikamba,kam,kikamba,किकम्बा,Kikamba,Kikamba,Kikamba,Kikamba,ਕਿਕਾਂਬਾ,Kikamba,კიკამბა,Kamba,kikamba,kamba,Kikamba,kikamba,Kikamba,Kikamba,Կիկամբա,Kikamba,kikamba,Kikamba,Kikamba,ኪካምባ,Kikamba,Kikamba,kikamba,किकाम्बा,Kikamba,камба,Kikamba,Kikamba,키캄바어,kikamba,Kikamba,Kikamba,Kikambatongo,Kikamba,Kikamba,кикамба,Kikamba,Kikamba,rudim,kamba,kikamba,Κικάμπα,Kikamba,kamba,Kikamba,Kikamba,Kikamba,kambų,kikamba,Kikamba,Kikamba,Sekikamba,Igikamba,Kikamba,kikamba,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,kikamba,kikamba,Kikambatongo,Kikamba,IsiKikamba,Kikamba,Kikamba,Kikamba,Kikaambaa,Kikambatongo,kikamba,кикамба,Kikamba,KiKamba,кикамба,kikamba,Kikamba,Kikamba,Kikamba,SiKikamba,Kikamba,Kikamba,Cikikamba,Kikamba,किकाम्बा,kikambščina,Kikamba,கிகெம்பா,Kikamba,kamba,Kikamba,kikamba,kikamba,Kikamba,Kikamba,kikamba,Rukikamba,kikamba,Kikamba,Kikamba,Kikamba,kikamba,ကစ်ကမ်ဘာ,Kikamba,kikamba,Cicambeg,IsiKikamba,Kikamba,Sekikamba,Kikamba,kikamba,кикамба,kikamba,kikamba,Kikamba,Kikamba,Kikamba,kikamba,Kikamba,કિકામબા,किकाम्बा,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,Kamba,キカンバ語,Kikamba,kamba,Kikamba,kambština,坎巴語,Kikamba,Kikamba,Kikamba,Thok,Kikamba,kikamba,คิคัมบา,Kikamba,Kikamba,Kikamba,Kambu,кикамба,Kikamba,кикамба,kikamba,Kikamba,Kikamba,Kikamba,кикамба,kikamba,Kamba,kikamba,Kikamba,kikamba,Kikamba,Kikamba,Kîkambî,Kikamba,Kikamba,Kikamba,Kikamba,Kikamba,kikamba,kikamba,kikamba,Kamba,Kikamba,кикамбӕ,kikamba,ኪካምባ,Kikamba
Gĩpilagá,Pilagá,Pilagá,Pilagá,Pilaga,pilagá,pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,пілага,Pilagá,Pilagá,Pilagá,plg,Pilagá,पीलागा,Pilagá,Pilagá,Pilagá,Pilagá,ਪਿਲਾਗਾ,Pilagá,პილაგა,Pilagá,pilagá,pilaga,Pilagá,pilagá,Pilagá,Pilagá,Փիլագա,Pilaga,pilagá,Pilagá,Pilagá,ፒላጋ,Pilagá,Pilagá,Pilagá,पिलागा,Pilagá,пилага,Pilagá,Pilagá,삘라가어,pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,пилага,Pilagá,Pilagá,Pilagá,Pilagá,pilagá,Πιλαγά,Pilagá,pilaga,Pilagá,Pilagá,Pilagá,pilaga,Pilagá,Pilagá,Pilagá,Sepilagá,Igipilaga,Pilagá,pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,pilagá,pilagá,Pilagá,Pilagá,IsiPilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,пилага,Pilagá,Pilagá,пилага,pilagá,Pilagá,Pilagá,Pilagá,siPilagá,Pilagá,Pilagá,Cipilagá,Pilagá,पिलागा,pilagá,Pilagá,பிலாகா,Pilagá,pilagá,Pilagá,pilagá,Pilagá,Pilagá,Pilagá,pilagá,Pilagá,pilagá,Pilagá,Pilagá,Pilagá,Pilagá,ပီလာဂါ,Pilagá,pilaga,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,pilagá,пилага,pilagá,pilagá,Cipilagá,Pilagá,Pilagá,pilagá,Pilagá,પીલાગા,पिलागा,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,ピラガ語,Pilagá,pilaga,Pilagá,pilagá,皮拉加語,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,pilagá,ปีลากา,Kipilagá,Pilagá,Pilagá,Pilagu,пилага,Pilagá,пилага,pilagá,Pilagá,Pilagá,Pilagá,пилага,pilagá,Pilaga,Pilagá,Pilagá,pilagá,Pilagá,Pilagá,pîlaga,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,Pilagá,pilagá,Pilagá,Pilagá,Pilagá,пилагӕ,pilagá,Pilagá,Pilagá
Kĩnepali,នេប៉ាល់,Nepali,Nepali,Nepalè,nepalés,nepalski,Nepali,nepalski,Nepali,Nepali,Nepali,Nepali,непальська,Nepali,Nepalés,nepalés,ne,nepalés,नेपाली,Nepali,Nepali,Nepali,Nepali,ਨੇਪਾਲੀ,Nepalskt,ნეპალური,Nepalimiutut,nepalés,nepáli,Nepali,nepalés,Nepali,Nepalees,Նեպալերեն,Neppale,nepalés,Kĩnevali,Nepali,ኔፓልኛ,Nepali,Népali,nepalés,नेपाली,Nepali,непал,Nepali,Nepali,네팔어,nepalés,Népali,Nepali,Nepalitongo,Nepalés,Nepali,непальский,Nepali,Nepali,rudim,nepali,nepalés,Νεπάλι,Népali,nepali,Népali,Nepali,Nepali,nepaliečių,nepalés,Nepali,Nepali,Senepali,Ikinepali,Nepali,nepalés,Nepali,Nepalés,Nepalés,Nepali,Népali,Nepalés,Nepali,nepalés,nepalés,Nepalitongo,Nepali,IsiNepali,Nepalés,Nepali,Nepali,Neeppaali,Nepalitongo,nepalés,Непал,Nepal,Nepaleză,непали,nepalés,Nepali,Nepali,Nepali,SiNepali,Nepali,Nepali,Cinepali,Nepali,नेपाली,nepalščina,Nepali,நேப்பாளி,Nepali,nepalska,Nepali,nepalés,непал,Kinepali,Nepali,nepalés,Runepali,nepalese,Nepali,Nepalês,Nepali,nepalés,နီပေါ,Nepali,nepali,Nepali,IsiNepali,Nepalés,Senepali,Nepalés,nepalés,непалӣ,nepalés,nepalés,Cinepali,Nepali,Nepali,nepalés,Nepal,નેપાળી,नेपाळी,Népali,Nepali,Nepali,Nepali,Nepali,Nepali,Nepalesisk,ネパール語,Nepali,nepalski,Népali,nepálština,尼泊爾語,Nepalés,Nepaliż,Nepali,Thok,Neppaali,nepalés,เนปาล,Kinepali,Nepali,Nepali,Nepāliešu,непал,Neipeailis,непалски,nepalés,Népali,Nepali,Nepali,непал,nepaleze,Nepal,nepalés,Nepali,nepálčina,Nepali,Nepali,Nêpalî,Nepali,Nepali,Népali,Nepales,Nepasko,nepalés,nepalés,nepalés,Nepali,Nepali,непайлаг,nepalés,ነፓልኛ,Nepali
Gĩkisi,Kisi,Kisi,Kisi,Kisi,kisi,kisi,Kisi,kisi,Kisi,Kisi,Kisi,Kisi,кісі,Kisi,Kisi,kisi,kiz,kisi,कीसी,Kisi,Kisi,Kisi,Kisi,ਕੀਸੀ,Kisi,კისი,Kisi,kisi,kiszi,Kisi,kisi,Kisi,Kisi,Կիսի,Kisi,kisi,Kĩkĩsii,Kisi,ኪሲ,Kissi,Kisi,kisi,किसी,Kisi,киси,Kisi,Kisi,키시어,kisi,Kisi,Kisi,Kisitongo,Kisi,Kisi,киси,Kisi,Kisi,rudim,kisi,kisi,Κίσι,Kisi,kissi,Kissi,Kisi,Kisi,kisių,kisi,Kisi,Kisi,Sekisi,Igikisi,Kisi,kisi,Kisi,Kisi,Kisi,Kisi,Kisi,Kisi,Kisi,kisi,kisi,Kisitongo,Kisi,IsiKisi,Kisi,Kisi,Kisi,Kiisii,Kisitongo,kisi,кисси,Kisi,Kissi,киси,kisi,Kisi,Kisi,Kisi,SiKisi,Kisi,Kisi,Cikisi,Kisi,किसी,kisijščina,Kisi,கிஸி,Kisi,kisi,Kisi,kisi,kisi,Kisi,Kisi,kisi,Rukisi,kissi,Kisi,Kisi,Kisi,kisi,ကီဆီ,Kisi,kisi,Cisi,IsiKisi,Kisi,Sekisi,Kisi,kisi,киси,kisi,kisi,Cikisi,Kisi,Kisi,kisi,Kisi,કિસિ,किसी,Kisi,Kisi,Kisi,Kisi,Kisi,Kisi,Kisi,キシ語,Kisi,kissi,Kissi,kisijština,基西語（尼亞薩）,Kisi,Kisi,Kisi,Thok,Kisi,kisi,คิซี,Kikisi,Kisi,Kisi,Kisu,киси,Kisi,киси,kisi,Kisi,Kisi,Kisi,киси,kise,Kisi,kisi,Kisi,kisi,Kisi,Kisi,Kîsyî,Kisi,Kisi,Kissi,Kisi,Kisi,kisi,kisi,kisi,Kisi,Kisi,киси,kisi,ኪሲ,Kisi
Kĩwolaita,Wolaita,Wolaita,Wolaita,Wolayita,wolaita,volaita,Wolaita,volajta,Wolaita,Wolaita,Wolaita,Wolaita,уолаїта,Wolaita,Wolaita,wolaita,wal,wolaita,वालाइटा,Wolaita,Wolaita,Wolaita,Wolaita,ਵਾਲੀਟਾ,Wolaita,ვოლაიტა,Wolaita,wolaita,volaitta,Wolaita,wolaita,Wolaita,Wolaita,Վոլայտա,Wolayttattuwaa,wolaita,Kĩwolaita,Wolaita,ወላይትኛ,Wolaita,Wolaitsa,wolaita,वोलाइटा,Wolaita,валяйта,Wolaita,Wolaita,월라이타어,wolaita,Wolaitsa,Wolaita,Wolaitatongo,Wolaita,Wolaita,валяйта,Wolaita,Wolaita,rudim,volaita,wolaita,Γολάιτα,Wolaitsa,volaita,Wolaita,Wolaita,Wolaita,volaitų,wolaita,Wolaita,Wolaita,Sewolaita,Ikiwolayita,Wolaita,wolaita,Wolaita,Wolaita,Wolaita,Wolaita,Wolaitsa,Wolaita,Wolaita,wolaita,wolaita,Wolaitatongo,Wolaita,IsiWolaita,Wolaita,Wolaita,Wolaita,Walaayittaa,Wolaitatongo,wolaita,волајта,Wolaita,Walamo,волайта,wolaita,Wolaita,Wolaita,Wolaita,SiWolaita,Wolaita,Wolaita,Ciwolaita,Wolaita,वोलाइटा,valamščina,Wolaita,வொலைட்டா,Wolaita,wolaita,Wolaita,wolaita,wolaita,Kiwolaita,Wolaita,wolaita,Ruwolaita,wolaita,Wolaita,Wolaita,Wolaita,wolaita,ဝိုလိတ်တာ,Wolaita,wolaita,Wolaita,IsiWolaita,Wolaita,Sewolaita,Wolaita,wolaita,валайта,wolaita,wolaita,Ciwolaita,Wolaita,Wolaita,wolaita,Wolaita,વોલાઈટા,वॉलाईता,Wolaitsa,Wolaita,Wolaita,Wolaita,Wolaita,Wolaita,Wolaita,ウォライタ語,Wolaita,wolaita,Wolaita,wolaita,沃拉莫語,Wolaita,Wolaita,Wolaita,Thok,Wolayittu,wolaita,โวไลตา,Kiwolaita,Wolaita,Wolaita,Volaitu,валяйта,Wolaita,волајта,wolaita,Wolaitsa,Wolaita,Wolaita,валяйта,uolaita,Wolaita,wolaita,Wolaita,wolaita,Wolaita,Wolaita,Welaîtî,Wolaita,Wolaita,Wolaita,Wolaita,Volajta,wolaita,wolaita,wolaita,Walamo,Wolaita,валяйтӕ,wolaita,ወላይትኛ,Wolaita
Gĩquechua,Quechua(Ancash),Quechua,Quechua,Ketchwa,quechua,kečuanski,Quechua,kečua,Quechua,Quechua,Quechua,Quechua,кечуа,Quechua,Quechua,quechua,que,quechua,केचुआ,Quechua,Quechua,Quechua,Quechua,ਕੇਚੂਆ,Kesjva,კეჩუა,Quechua,quechua,kecsua,Quechua,quechua,Quechua,Quechua,Կեչուա,Kechuwa,quechua,Kĩkwengyua,Quechua,ኬችዋ,Quechua,Quechua,quechua,क्वेचा,Quechua,кечуа,Quechua,Quechua,케추아어,quechua,Quechua,Quechua,Ketyuwatongo,Quechua,Quechua,кечуа,Quechua,Quechua,rudim,ketšua,quechua,Κέτσουα,Quechua,ketšua,Quechua,Quechua,Quechua,kečujų,quechua,Quechua,Quechua,se-Quechua,Igikecuwa,Quechua,quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,quechua,quechua,Ketyuwatongo,Quechua,IsiQuechua,Quechua,Quechua,Quechua,Keechuwaa,Ketyuwatongo,quechua,кечуа,Quechua,Quechua,кечуа,quechua,Quechua,Quechua,Quechua,SiQuechua,Quechua,Quechua,Ciquechua,Quechua,क्वेचा,kečvanščina,Quechua,கச்வா,Quechua,quechua,Quechua,quechua,кечуа,Kikechua,Quechua,quechua,Ruquechua,quechua,Quechua,Quíchua,Quechua,quechua,ကီချူဝါ,Quechua,ketšua,Cetshwa,IsiQuechua,Quechua,Sequechua,Quechua,quechua,кечуа,quechua,quechua,Ciquechua,Quechua,Quechua,quechua,Quechua,ખીચવા,क्वेचुआ,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,Quechua,ケチュア語（アンカシュ）,Quechua,keczua,Quechua,kečujština,凱楚亞語（安卡什）,Quechua,Quechua,Quechua,Thok,Keechiya,quechua,เกชัว,Kikwechua,Quebec,Quechua,Kečvu,кечуа,Ceatsuais,кечуа,quechua,Quechua,Quechua,Quechua,кечуа,keçua,Keçuva,quechua,Quechua,kečuánčina,Quechua,Quechua,Kêçhûyî,Quechua,Quechua,Quechua,Quechua,Kečua,quechua,quechua,quechua,Quechua,Quechua,кечуӕ,quechua,ኬችዋ,Quechua
Gĩcreole,ហៃទី,Costa,Haitian,Kreyòl,criollo,haićanski,Haitian,haićanski,Haitian,Haitian,Haitian,Haitian,гаїтянська,Haitian,Criollo,criollo,ht,criollo,हैतीयन,Haitian,Haitian,Haitian,Haitian,ਹੇਸ਼ੀਅਨ,Haitiskt,ჰაიტის,Haitimi,criollo,haiti,Haitian,criollo,Haitian,Haïtiaanse,Կրեոլ,Haytti,criollo,Kĩaiti,Haitian,ሄይቲኛ,Haitisk,Créole,criollo,हाइटियन,Haitian,креол,Haitian,Haitian,아이티,criollo,Créole,Creools,Haiti,Criollo,Haitian,гаитянский,Haitian,Haitian,rudim,haiti,criollo,Κρεολή,Créole,haiti,Kreôla,Haitian,Haitian,Haičio,criollo,Haitian,Haitian,se-Creole,Igikerewole,Haitian,criollo,Haitian,Criollo,Criollo,Haitian,Créole,Criollo,Haitian,criollo,criollo,Haiti,Haitian,IsiCreole,Haitian,Haitian,Haitian,Afaan,Haiti,criollo,Һаити,Haiti,Creolă,хаитянски,criollo,Haitian,Haitian,Haitian,IHaitian,Haitian,Haitian,Cihaitiya,Haitian,हाइटियन,haitska,Haitian,ஹைதியன்,Haitian,haítí-kreólska,Haitian,criollo,гаитийн,Kikreole,Haitian,criollo,Ruhaiti,creolo,Haitian,Crioulo,Haitian,criollo,ဟေတီ,Haitian,haitinkreoli,Creoliaith,IsiCreole,Criollo,Secreole,Criollo,criollo,креолии,criollo,criollo,Cicreole,Haitian,Haitian,criollo,Haiti,હેશન,हैटियन,Créole,Haitian,Haitian,Kreol,Haitian,Haitian,Kreol-haitiansk,ハイチ･クレオール語,Haitian,kreolski,Kreoly,haitská,海地克里奧爾語,Criollo,Kreol,Haitian,Thok,Heyitii,criollo,ครีโอลเฮติ,Kikreoli,Haitian,Haitian,Haitiešu,гаити,Criól,хаитски,criollo,Créole,Haitian,Haitian,гаити,kreole,Haiti,criollo,Haitian,haitská,Haitisk,Haitian,Haîtî,Haitian,Faka-Haiti,Kreôla,Kreol,Haitski,criollo,criollo,criollo,Haitianisch,Haitian,гаитийаг,criollo,ክረዮል,Haitian
Kĩefik,អេហ្វីក,Efik,Efik,Efik,efik,efik,Efik,efik,Efik,Efik,Efik,Efik,ефік,Efik,Efik,efik,efi,efik,एफिक,Efik,Efik,Efik,Efik,ਐਫ਼ਿਕ,Efik,ეფიკი,Efik,efik,efik,Efịk,efik,Efik,Efik,Էֆիկ,Efik,efik,Kĩeviki,Efik,ኤፊክ,Efik,Efik,efik,एफिक,Efik,эфик,Efik,Efik,에픽어,efik,Efik,Efik,Efiktongo,Efik,Efik,эфик,Efik,Efik,rudim,efiki,efik,Εφίκ,Efik,efiki,Efik,Efik,Efik,efikų,efik,Efik,Ẹ́fíìkì,Seefik,Efiki,Efik,efik,Efik,Efik,Efik,Efik,Efik,Efik,Efik,efik,efik,Efiktongo,Efik,IsiEfik,Efik,Efik,Efik,Efiik,Efiktongo,efik,ефик,Efik,Efik-ibibio,ефик,efik,Efik,Efik,Efik,Si-Efik,Efik,Efik,Ciefik,Efik,एफिक,efiščina,Efik,எஃபிக்,Efik,efík,Efik,efik,эфик,Kiefik,Efik,efik,Ruefik,efik,Efik,Efique,Efik,efik,အက်ဖစ်ခ်,Efik,efik,Efficeg,Isi-Efik,Efik,Seefik,Efik,efik,эфик,efik,efik,Ciefik,Efik,Efik,efik,Efik,એફિક,एफिक,Efik,Efik,Efok,Efik,Efik,Efik,Efik,エフィク語,Efik,efik,Efik,efikština,埃菲克語,Efik,Efik,Efik,Thok,Efiiki,efik,เอฟิก,Kiefik,Efik,Efik,Efiku,эфик,Efik,ефик,efik,Efik,Efik,Efik,эфик,efike,Efik,efik,Efik,efik,Efik,Efik,Êfîkî,Efik,Efik,Efik,Efik,Efik,efik,efik,edo,Efik,Efik,эфик,efik,ኢፊክ,Efik
